AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NOW
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7000,7500,42,58,0,9,17,15,13,16,16,13,21,79,N,2022-12-19 14:40,2022-12-19 15:11,-3.6,-2.8,-2,-13,37,SE,1.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,7,좋음,15,좋음,48,NO2,대기질에 이상이 없어요.,2022-12-19 15:16
용산역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,53,47,0,3,23,26,20,16,8,4,26,74,N,2022-12-19 14:40,2022-12-19 15:11,-3.2,-3.2,-2,-11,39,E,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
왕십리역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,43,57,0,8,33,16,13,13,9,7,19,81,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
DMC(디지털미디어시티),붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,26000,28000,51,49,0,3,25,31,23,11,4,2,44,56,N,2022-12-19 14:40,2022-12-19 15:11,-2.2,-2.2,-2,-11,39,S,2.3,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,42,58,0,10,18,14,15,18,15,9,25,75,N,2022-12-19 14:40,2022-12-19 15:11,-1.7,-1.3,-2,-13,38,SSE,1.9,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,좋음,23,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,54,46,0,3,37,20,13,12,9,6,27,73,N,2022-12-19 14:40,2022-12-19 15:11,-4.1,-3.3,-2,-10,32,N,1.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,9,좋음,20,보통,61,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,200,45,55,0,6,20,16,15,19,13,10,41,59,N,2022-12-19 14:40,2022-12-19 15:11,-2.8,-3.9,-3,-12,42,SSE,3.6,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,24,보통,68,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,45,55,0,7,19,20,19,17,12,6,38,62,N,2022-12-19 14:40,2022-12-19 15:11,-2.8,-3.9,-3,-12,42,SSE,3.6,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,43,57,0,6,26,26,19,12,7,4,30,70,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,51,49,0,4,30,27,18,12,6,2,32,68,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,45,55,0,5,20,15,16,18,15,11,33,67,N,2022-12-19 14:40,2022-12-19 15:11,-3.5,-2.5,-1,-11,38,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,45,55,0,8,15,16,15,19,15,12,29,71,N,2022-12-19 14:40,2022-12-19 15:11,-3.5,-2.5,-1,-11,38,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,좋음,23,보통,73,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,41,59,0,4,28,29,19,11,6,3,33,67,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
여의도,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,135000,140000,54,46,0,3,21,30,24,14,5,3,45,55,N,2022-12-19 14:40,2022-12-19 15:11,-3.4,-3.6,-2,-10,39,SE,2.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,19,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,40,60,0,4,23,21,16,16,12,7,23,77,N,2022-12-19 14:40,2022-12-19 15:11,-3.4,-3.6,-2,-10,39,SE,2.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,19,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,24000,26000,53,47,0,3,19,20,19,16,12,10,33,67,N,2022-12-19 14:40,2022-12-19 15:11,-2.8,-3.9,-3,-12,42,SSE,3.6,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,46,54,1,11,15,17,18,21,11,5,11,89,N,2022-12-19 14:40,2022-12-19 15:11,-3.2,-3.2,-2,-11,39,E,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
남산공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,49,51,0,4,22,21,21,17,10,5,29,71,N,2022-12-19 14:40,2022-12-19 15:11,-2.8,-3.9,-3,-12,42,SSE,3.6,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,좋음,22,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,54,46,0,5,16,19,17,19,13,11,22,78,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,19,좋음,43,NO2,대기질에 이상이 없어요.,2022-12-19 15:16
망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,900,1000,53,47,0,4,17,20,21,18,11,9,21,79,N,2022-12-19 14:40,2022-12-19 15:11,-3.4,-3.6,-2,-10,39,SE,2.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,56,44,0,3,12,17,27,21,12,7,3,97,N,2022-12-19 14:40,2022-12-19 15:11,-2.4,-0.9,-2,-11,42,S,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:16
북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,48,52,1,7,13,15,17,19,15,14,37,63,N,2022-12-19 14:40,2022-12-19 15:11,-3.5,-2.5,-1,-11,38,ESE,1.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,47,53,1,7,17,15,17,19,13,10,19,81,N,2022-12-19 14:40,2022-12-19 15:11,-2.3,-2.2,-2,-10,38,S,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:16
서울숲공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,54,46,0,5,20,25,18,17,12,5,22,78,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-10,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,좋음,21,보통,76,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
월드컵공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,59,41,0,5,12,18,23,22,14,7,15,85,N,2022-12-19 14:40,2022-12-19 15:11,-2.2,-2.2,-2,-11,39,S,2.3,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
이촌한강공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,2500,3000,54,46,0,3,14,18,21,21,14,9,9,91,N,2022-12-19 14:40,2022-12-19 15:11,-3.4,-3.6,-2,-10,39,SE,2.4,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,59,41,1,8,13,16,21,19,13,8,7,93,N,2022-12-19 14:40,2022-12-19 15:11,-2.1,-1.9,-2,-10,38,SSE,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,52,48,1,15,9,15,22,19,13,7,12,88,N,2022-12-19 14:40,2022-12-19 15:11,-2.6,-2.9,-2,-11,31,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:16
강남 MICE 관광특구,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,22000,24000,46,54,0,5,24,29,23,12,5,2,29,71,N,2022-12-19 14:45,2022-12-19 15:11,-2.3,-2.2,-2,-10,38,S,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,46,54,0,5,19,22,19,17,12,6,22,78,N,2022-12-19 14:45,2022-12-19 15:11,-2.8,-3.9,-3,-12,42,SSE,3.6,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
명동 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,62000,64000,49,51,0,2,19,26,22,16,9,5,32,68,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,좋음,22,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
이태원 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,9000,9500,46,54,0,2,23,28,18,15,9,5,33,67,N,2022-12-19 14:45,2022-12-19 15:21,-3.2,-3.1,-2,-11,39,E,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,좋음,25,보통,65,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
잠실 관광특구,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,60000,62000,44,56,1,16,21,22,17,12,8,4,21,79,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-11,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,24,보통,63,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
종로·청계 관광특구,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,54,46,0,3,17,19,19,19,15,10,30,70,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
홍대 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,54000,56000,42,58,0,9,35,24,14,9,5,3,28,72,N,2022-12-19 14:45,2022-12-19 15:21,-3.3,-3.3,-2,-10,40,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,좋음,22,보통,53,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
경복궁·서촌마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,43,57,0,8,22,20,19,15,10,7,31,69,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
광화문·덕수궁,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,32000,34000,52,48,0,3,17,26,26,17,8,4,36,64,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
창덕궁·종묘,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,14000,16000,53,47,0,2,18,21,21,18,13,7,39,61,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,75,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
가산디지털단지역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,38000,40000,59,41,0,1,24,28,23,15,7,2,49,51,N,2022-12-19 14:45,2022-12-19 15:21,-2.9,-2.8,-2,-9,38,SSE,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,9,좋음,21,보통,51,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
강남역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,70000,72000,47,53,0,5,30,27,18,11,6,3,27,73,N,2022-12-19 14:45,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,43,57,0,7,34,17,14,12,9,6,19,81,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-2.6,-2,-10,30,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,19,좋음,43,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
고속터미널역,붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,33,67,0,4,19,18,17,19,14,8,13,87,N,2022-12-19 14:45,2022-12-19 15:21,-2.4,-0.9,-2,-11,42,S,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
교대역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,16000,18000,53,47,0,3,19,24,20,16,10,8,33,67,N,2022-12-19 14:45,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,12,보통,44,좋음,50,NO2,대기질에 이상이 없어요.,2022-12-19 15:21
구로디지털단지역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,55,45,0,1,24,30,23,13,6,2,45,55,N,2022-12-19 14:45,2022-12-19 15:21,-2.9,-2.8,-2,-9,38,SSE,2.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,9,좋음,21,보통,51,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
서울역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,52,48,0,1,20,28,24,16,8,3,42,58,N,2022-12-19 14:45,2022-12-19 15:21,-2.7,-3.5,-3,-12,43,SE,3.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,좋음,22,보통,78,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
선릉역,매우 붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,58000,60000,52,48,0,4,18,27,21,15,9,5,38,62,N,2022-12-19 14:45,2022-12-19 15:21,-2.8,-3.3,-2,-10,38,N,2.8,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,18,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,40,60,0,5,25,16,13,15,14,12,13,87,N,2022-12-19 14:45,2022-12-19 15:21,-4,-2.5,-2,-10,32,NNE,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,좋음,19,보통,70,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,49,51,0,5,30,20,15,13,11,8,19,81,N,2022-12-19 14:45,2022-12-19 15:21,-4,-2.5,-2,-10,32,NNE,1.1,-,없음,비 또는 눈 소식이 없어요.,07:42,17:16,1,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,23,보통,58,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,2022-12-19 15:21
